essay,::,StudentResponse,::,I/B/C,::,Thesis,::,Topic,::,Coherence,::,Transition,::,Main Idea,::,Supporting Idea,::,Style,::,Usage,::,Critique,//
428&Should there be a vacation or not?,::,"<IN>A lot of people think that students need to get long vacation once in a year. They believe that this vacation is really useful in many aspects. <TR>But</TR>, Other people argue that students should have several short vacations throughout the year. <TS><TR>However</TR>, in my opinion, they should be given one long vacation each year.</TS> This is because this is much more useful to seek their jobs and there is higher chance of relieving stress.</IN>

<BO1><MI1><TR>To begin with</TR>, long vacation is a much more effective approach to find their suitable job.</MI1> <SI1>We cannot ignore the fact that detecting and developing their talents requires a lot of efforts and time. It demonstrates my opinion that many students give much thought to decide the type of their works. <EX><TR>For example</TR>, when I was a junior in college, I was very worried about choosing my job. Luckily though, I experienced the occupation interpreting various documents at one of the famous large companies in Korea with the help of the long summer vacation. By working at the company for three months, summer vacation, I could recognize that I was interested in that kind of work. By now I have worked at interpreting company. If this vacation had not been offered to me, I would have never worked at the company where I am definitely satisfied .</EX></SI1></BO1>

<BO2><MI2><TR>Also</TR>, a long period of vacation is better way to relieve students' stress.</MI2> <SI2>As they are normally under a lot of school works, they feel incredible amounts of stress from the school. <TR>So</TR>, they absolutely need some method of being away from the world such as traveling, exploring various interesting fields and meeting friends. I firmly consider traveling as the most effective way to alleviate their stress. <TR>Then</TR>, if they want to go on a trip, they will need pretty long time that they can spend to do what they want.</SI2></BO2> 

<CO><EX>According to the research conducted by the Ministry of School Management in Korea, seventy-five percent of students believe that going on vacation is the best way to get problems off their chests. This research means that giving a long period of vacation in order to help students to have plan to go on a trip is really important.</EX>

<TR>In brief</TR>, offering on long vacation is a much more effective method of having students use their vacation economically. <TR>All in all</TR>, if the school plan to give vacation to students, they should offer one long vacation every year.</CO>",::,4,::,4,::,4,::,4,::,5,::,4,::,4,::,3,::,3,::,Essay is organized with a good flow. Should pay close attention to grammar to make essay more coherent.,//
429&Do you think George W. Bush’s administration was ever narrow minded?,::,"<IN><TR>Recently</TR>, general awareness about whether it is wise to have interests on the policy of national government has aroused heated arguments. People, <TR>nevertheless</TR>, have conflicting ideas; while some people say that George W Bush's administration has not done much public things wisely, others deem otherwise. <TS>From my own point of view, I am in agreement with the latter stand.</TS> There are some reasons and examples.</IN>
<BO1><MI1>The first reason for my opinion that can be seen by every person is that the administration of George W. Bush have not had the peaceful attitude with other countries.</MI1> <SI1><TR><EX>For example</TR>, George's administration start the war frequently with Arab especially. This fact has occurred many criticism in the world and uncomfortable faith.</EX></SI1></BO1>
<BO2><MI2>Another equally important reason is, that the administration of George W. Bush have not had a widely understanding the lives of public citizen in the United States of America.</MI2> <SI2><EX><TR>For example</TR>, George's administration has made a narrow behavior in the field of Economic. This fact has occurred much uncomfortable situation in the lives of public especially the poors.</EX></SI2></BO2>
<CO><EX>The third and most noteworthy reason is that the administration of George W. Bush have not had uncalculating the result about matter with other countries ever.</EX> <TR>Because of this</TR>, many countries addressed the opinion about not to co-work and give over to the United States of America. The fact has occurred unreasonable policy for citizens due to the legal terms of the private divide for Nation. Looking at all the statements above, there are many reasons to be considered, but at the end of the day, I would rather think that it is wise for George W. Bush to have wide mind on the citizen.</CO>",::,3,::,3,::,2,::,2,::,2,::,3,::,2,::,3,::,3,::,Essay does not have a clear structure. Grammatical errors make overall essay incoherent. Examples should also elaborated upon. ,//
430&whether it is better to take the most difficult and challenging classes in college or at university even if it means that you probably will not get top grades in them,::," <IN>There is an arguments over whether it is better to take the most difficult and challenging classes in college or at university even if it means that you probably will not get top grades in them. Some believe that spec with grade is the most important thing in university to get a job. <TS>My view, <TR>however</TR>, is that joining the difficult and hard classes is better than easy and boring classes.</TS> This is largely because The society want students to process no general problem that is not a specific solution. <TR>Moreover</TR>, The reason we go to university is not just getting grade but learning the life. </IN>
           
<BO1><MI1><TR>To begin with</TR>, Given problems in the job or real world are not adaptable cases of homework in university.</MI1> <SI1>The homework just require students to show the interesting to subject. We can not deeply think about it. <TR>So</TR>, we almost forgot all about homework because we can not need hard to study. <TR>On the other hand</TR>, if we join the challenging and annoying classes, we have to focus on lecture. <TR>Sometimes</TR>, it gave rise to destroy your spirit and physical body. <EX><TR>For example</TR>, I decided to join the most famous hard class that is artificial intelligence. There is just ten students. All of them are smart people. Although I could not get a good score, I am able to develop my ability to think. I feel that I think differently than other people after I spend my time with hardship and challenge. <TR>Therefore</TR>, challenge is more useful method to study. because it is not acquired easily.</EX></SI1></BO1>
           
<BO2><MI2><TR>In addition</TR>, purpose of going to university is not grade but study.</MI2> <SI2>The parents usually think that grade is the most important to get a good job. because they had an experience like that. <TR>But</TR>, Nowadays is not same situation. The many kind of multinational corporations are just require the minimal grade to evaluate the students. They also suggest students to show other aspect that include social activity and special skill. I agree that studying hard is necessary. <TR>But</TR>, The grade is not life of university at all. <TR>Actually</TR>, you want to success, you have to challenge the hard things and difficult experience.</SI2></BO2> <CO>So i think that joining difficult classes is good experience for your future. The era also need you to prepare the challengeable things. <TR>Therefore</TR>, you should take part in the difficult classes.</CO>
  ",::,5,::,4,::,4,::,3,::,4,::,4,::,3,::,3,::,3,::,Organized essay with good use of personal examples. Pay attention to details and grammar. Try to give more concrete examples.,//
431&young people enjoy life more than older people do,::," <IN>There is an arguments over whether young people enjoy life more than older people do. Some people believe that older people have big money, as a result of they can do everything. <TS>My view, <TR>However</TR>, is that young people can have a better time than older people.</TS> This is largely because Although they do not have a lot of money, they have a much time to invest their life. <TR>Moreover</TR>, they have usually have a many friend who can spend good time enjoying life with him.</IN>
           <BO1><MI1><TR>To begin with</TR>, they usually have a time for alone, so they can do anything to enjoy life.</MI1> <SI1>Older people should work for family to take care. It is necessary that they do not spend their time enjoying hobbies or travel. <TR>On the other hand</TR>, young people can do freely everything just from sleeping to travel when they just want to do. <EX><TR>For example</TR>, one of my friend decided to travel the ASIA, although he had not enough money. So he was hard working through part time job. <TR>Finally</TR>, he went to ASIA to do what he really want, as soon as he earned the enough money to spend. <TR>Therefore</TR>, young people can do what he want without any kind of hesitation and scarce.</EX></SI1></BO1>
         <BO2><MI2><TR>In addition</TR>, they naturally have a many chance to meet the diverse people without any effort.</MI2> <SI2>It is certain that they just go to school with friend without effort to make friends. <TR>Moreover</TR>, they can make friend to join the social club or participate in event. So they have happy time with together because they can share the funny stories, also same hobbies. <EX><TR>For example</TR>, when i joined the Latin dance club, i enjoyed dancing with girls who are really hot and sexy,</SI2></BO2> <CO>After the dancing finish, we can enjoy communicating about personal stories, while we drink the beer in pub.</EX> <TR>Therefore</TR>, they can easily make the new friend than older people who have not many chance and time.</CO>",::,5,::,4,::,3,::,3,::,4,::,3,::,3,::,3,::,3,::,Generally organized but grammar mistakes make overall essay less coherent. Pay attention to spelling and grammar.,//
432&People today spend too much time paying attention to the personal lives of celebrities.,::," <IN>Some people argue that contrary to the past, we focus on our own life to pursue our dream. <TS><TR>However</TR>, when I look around myself and people, it is no exaggeration that we are now living in the society where celebrities, especially of entertainment fields, become the main in our daily life.</TS> The personal lives of celebrities are all around us, from on-line to off-line. And my opinion can be greatly substantiated by the reasons addressed below. </IN>

<BO1><MI1><TR>First of all</TR>, people nowadays have a habit of browsing many news of the personal lives of celebrities when we log on the internet.</MI1> <SI1><TR>In other words</TR>, we usually tend to just search for many news related to the celebrities for gossip with friends, and what is surprising is that we are doing this behavior unintentionally and on no purpose. <EX>According to a study conducted by a well-known professor in Seoul National University, about 89% of the surveyed showed that they first clicked the news about celebrities, especially entertainers and sport stars when they logged on the internet. <TR>Also</TR>, he found that they had no specific reasons to click these sites, <TR>that is</TR>, they just clicked as they were there. Due to this tendency,
they spent too much time, specifically 34 minutes out of 1 hour, just to search for these news, which was not helpful and useless considering their original purpose of logging on the internet. So he referred to this phenomenon as an 'obsessed society for gossip.' </EX><TR>Therefore</TR>, we can say that we are too much obsessed with many useless news in our cyber-life.</SI1></BO1>

<BO2><MI2><TR>Second</TR>, it is clear that we spend too much time paying attention to the personal lives of celebrities when we analyze the talk-issues in our real life.</MI2> <SI2><TR>To put it another way</TR>, as our talking materials are filled with so many things about the celebrities' life, we seems to be trapped to not our own life, but other famous people's one.<EX><TR>For instance</TR>, my sister is a big fan of SS501, which is a famous singer group consisted of 5 members in South Korea. Not only my sister, but also her friends like them very much, so I can say that their small-talks are bombarded with this group. They chat each other about this group's concert schedule, their appearance, and hobbies, etc, almost impossible to write all things down here. If this group did not exist in this world, my sister and her friends would not have any materials to talk with. My sister is not the only case. Many study results analyzing teenager's characteristics clearly show that many young students these days focus on the lives of celebrities in their real life too much, causing some negative effects, like neglecting study and exercise.</EX></SI2></BO2>

<CO><TR>All in all</TR>, I can say that people today spend too much time paying attention to the personal lives of celebrities, on real life as well as on cyber life. And many social science researchers confirm this trend and support my arguments.</CO>",::,5,::,5,::,4,::,4,::,5,::,5,::,5,::,4,::,4,::,Very good essay with some grammar mistakes. Good use of examples. ,//
433&Movies and TV programs have negative effects on children.,::," <IN>In our current society, it is debatable whether movies and television programs have adverse effects on children. <TS>I agree this argument that movies and TV programs not only deteriorate children's emotional and physical development, but also can lead to risky behaviors.</TS></IN>

<BO1><MI1><TR>To begin with</TR>, a myriad of movies and TV programs have adverse effect on children's body and mental.</MI1> <SI1>This is because they show a wide array of violent and sexual images. <EX>Take the study for the example. According to study of the Ministry of Education of United Kingdom, five hundred of kids who are under 7 years old were tested to reveal correlation between watching violent materials(movies and TV programs) and kids' emotional development. They watch the violent scenes for 2 hours everyday in a week. After watching programs, their mental state are measured by a variety of psychological and brainwave tests. <TR>As a result</TR>, the researchers found that prolonged exposure to harmful videos can ruin children’s mental.</EX> <TR>Thus</TR>, it is vital to avoid watching hazardous movies and TVs for younger people.</SI1></BO1>

<BO2><MI2><TR>On top of</TR>, that movies and TVs are possible to cause children to dangerous actions.</MI2> <SI2>This is because children often tell the difference between reality and fantasy. <EX><TR>For example</TR>, a few days ago, I read article about a child who died while imitating a action hero on movie. According to the article, he jumped down to the bridge acting as if he became a superman. This case shows that kids often copy actions thoughtlessly that have watched scenes on movies and TVs.</EX></SI2></BO2>
<CO><TR>In summary</TR>, movies and TVs can bring adverse impact on children because they may deteriorate children’s emotional growth and can yield critical behaviors. <TR>Therefore</TR>, parents should go the extra mile to limit appropriately their children’s movies and TV watching time.</CO> ",::,5,::,4,::,4,::,4,::,4,::,4,::,4,::,3,::,3,::,Good essay with a clear argument. Pay close attention to grammar to make overall essay more coherent.,//
"434&Do you agree or disagree wih following statement?
Parents today do not understand their children as well as parents did 50 years ago.",::,"  <IN>Some people think that parents today have a better understanding of their children than ever before. <TS><TR>However</TR>, in my opinion, parents today do not understand their children as well as parents did 50 years ago.</TS> This is because children are too busy to have a talk with their parents, and the world requires people to become faster, and more fast-paced than before.</IN>
 
 <BO1><MI1><TR>First of all</TR>, children have no time to talk to their parents.</MI1> <SI1>They are extremely busy with school, academy, and extra acts, and they are also busy in their free time doing studying and homework. This trend makes parents unable to talk to them, so parents cannot understand or learn about children's daily lives. <EX><TR>For example</TR>, one of my friend is always busy because of his studying. He usually stays in his room for 6 hours doing his academy homework and additional studies. His parents do not know exactly about him because they didn't have time to talk with their son as he rarely comes out of his studying room.</EX></SI1></BO1>
 
 <BO2><MI2><TR>Moreover</TR>, the world is more fast-paced than before.</MI2> <SI2>As the technology advances, there are many ways to communicate with people, and kids are using these ways more than adults. <EX><TR>For instance</TR>, my cousin uses Social Network Services to communicate with his friends because it is a fast way to communicate. <TR>However</TR>, his mother does not understand how SNS brings him closer to friends and give him more access to their daily lives. Her inability to understand why my cousin uses SNS makes it difficult for her to communicate well with my cousin, who has an utterly opposite thoughts.</EX></SI2></BO2>
 
 <CO><TR>In conclusion</TR>, children today are very busy, and the society is making people to be faster. <TR>In this regard</TR>, I agree that today's parents have more trouble with understanding their children as well as parents did fifty years ago.</CO>",::,5,::,4,::,4,::,4,::,4,::,4,::,4,::,3,::,3,::,Good essay with a clear argument. Pay close attention to grammar to make overall essay more coherent.,//
"435&Do you agree or disagree with the following statement:
             
             People today spend too much time paying attention to the personal lives of celebrities.",::," <IN>In these days, a lot of people are enthusiastic for celebrities. They usually tend to imitate these celebrities and try to look at them anytime and anywhere. <TS><TR>In this respect</TR>, I strongly support the idea that people are paying too much attention to the personal lives of celebrities.</TS> For one thing, due to the technology development in mass media, people can easily know about other’s privacy, especially celebrities’ lives. <TR>Additionally</TR>, people want to obtain proxy satisfaction from popular stars’ lives.</IN>
 
 <BO1><MI1><TR>To start with</TR>, the advance of media has enabled people to easily access celebrities’ lives.</MI1> <SI1><TR>As it is</TR>, most of famous people have been seen on television in all day long. <TR>In addition</TR>, they usually have their private web site or homepage on the Internet, and thus people can readily approach celebrities’ private space. <EX><TR>For example</TR>, ‘PSY’, who is greatly famous Korean singer, raised boom all around the world with his song which titled for ‘Gangnam style’. With the influence of his song, people in all over the world came to have high interests about him. As his popularity illustrates, the number of access to his homepage is heavily increasing, which is more than a hundreds of millions time a day.</EX> In my opinion, this is because people want to know about his private life besides information as a famous singer.  This example shows that today’s people have great interest on celebrities’ personal lives.</SI1></BO1>
 
 <BO2><MI2><TR>On top of that</TR>, people seem to find satisfaction from popular stars’ lives.</MI2> <SI2>As we all know, our life style is highly different from that of celebrities. The differences include many things such as income, schedule, and popularity. It is obvious that we cannot follow their life pattern because we don't have specific talents which can appeal to populace. In this sense, people try to get a sense of happiness from knowing celebrities’ personal lives. <EX>According to a survey conducted by the National Research Center, two thirds of respondents stated that if they had a chance to reborn, they would want to become famous celebrities. They also added that celebrities’ a huge amount of revenue and great respect from many people would be exciting experience to their lives.</EX> This result means that people are largely likely to know about celebrities’ private lives.</SI2></BO2>
 
 <CO><TR>To sum up</TR>, I agree that famous stars’ personal lives are becoming the subject of many people’s interests. This phenomenon seems to be resulted from the development of media technology as well as people’s great desire for proxy satisfaction about popular stars’ lives and this trend is not good for modern citizens.</CO>",::,4,::,4,::,3,::,3,::,4,::,4,::,4,::,3,::,3,::,Essay is organized with a good flow. Should pay close attention to grammar to make essay more coherent.,//
"436&Topic In order to solve the problems of the present and the future, people should review the past. ",::," <IN>There is an argument whether people have to reconsider the past when they solve the problems and the future. <TS>Although it is true that people's memory of the past isn't perfectly accurate, I agree with the statement that people should review the past to solve the problems of the present and the future. In this essay, I will explain my idea by presenting two reasons as follows.</TS></IN>

  <BO1><MI1><TR>First of all</TR>, people can prevent the mistake when they solve the problems.</MI1> <SI1>They remember their mistakes in the past in the particular situation that is related to the problems. They know what behavior can interfere or fail to solve the problems, so they have to take care of not acting like that. <EX><TR>For example</TR>, students know they have difficulty in taking exams if they study in advance. So they make an effort to study ahead to get higher grade to recover their past grade which is their present and the future problem to graduate the school.</EX></SI1></BO1>

 <BO2><MI2><TR>Second</TR>, reviewing the past is efficient to solve the problems of the present and future.</MI2> <SI2>People can apply their past experience to their problems. The problems can be something that they experienced and solve in the past. <TR>Otherwise</TR>, they can find proper solutions through considering their past experience which is similar to the situation. <TR>Moreover</TR>, those around one's experience or advice that they took in the past also help them. <TR>Thus</TR>, it will save lots of time to solve the problems.</SI2></BO2>

  <CO><TR>In conclusion</TR>, I give support to the statement that it is better to rethink the past when people try to solve the present and future problems, on account of the reasons I mentioned above: not only preventing the mistake, but also becoming very efficient.</CO>",::,4,::,4,::,3,::,3,::,4,::,3,::,3,::,3,::,3,::,"Essay is organized into clear sections. However, grammatical errors make the overall writing incoherent. Thesis statement and main ideas are not very clear.",//
437&Do you agree or disagree with the following statement? It is better to spend money for vacation and travel than to save it for future. ,::,"<IN>Some people might think that people should focus not on present but future in order to succeed. <TS><TR>However</TR>, I do not agree with the statement. There are two major reasons: to become financially success and to have a good relationship with others.</TS></IN>
 
<BO1><MI1><TR>First</TR>, as society is getting more complex, the human relationships are getting complicated.</MI1> <SI1>As you may know in the stories of books and movies in the past, people were divided into only two groups: good ones and bad ones. <TR>However</TR>, as time goes by, friends can become enemies and enemies can become coworkers. This has resulted in the intricate human relationships. <TR>Thus</TR>, you need to know different kinds of people in various fields. Through travel, you can meet diverse people and learn about a plethora of experiences from them. <TR>Besides</TR>, people in the past were responsible only for their family and themselves, but now they are members of communities, managers who have many subordinates. In order to maintain this social life, which is extremely important in this human-network oriented society, they are having a hard time. If they can use these relationships, they can succeed; otherwise, they will become losers. Life is not easy now. <TR>Therefore</TR>, spending money for travel overrides saving it in your bank accounts for future.</SI1></BO1>
 
<BO2><MI2><TR>Second</TR>, as far as becoming a financially successful person, it is better to spend money on travel than save money for the future.</MI2> <SI2><TR>In a sense</TR>, it is true that people should be ready for getting old with no earning and saving money is the surest way to prepare for it. <TR>However</TR>, as society is getting more complicated, the way of earning money has changed. It was to just make money and save it in your bank account but now, it is to think, act, and behave different in order to conquer the blue ocean. <TR>In this sense</TR>, travelling to foreign country may help you to have exceptional ideas in predicting tomorrow’s economy, unique ways of thinking in running an Internet business, and special eyes to see what others cannot see. These three factors have nothing to do with just saving money for your unpredictable future, but have a lot to do with having a variety of information through various travels. <TR>Besides</TR>, in this dog-eat-dog world, people are having a hard time due to the heavy burden of having to study and work hard and the competition with other people. <TR>Thus</TR>, taking a trip to somewhere will help you not only mentally but also physically.</SI2></BO2>
 
<CO><TR>In sum</TR>, despite the general belief that in order to succeed in this competitive world, saving money is sole way to preparing for your future life, spending money for your entertainment is a great benefit to your life since it helps you not only to become financially successful but also to experience lessons of life.</CO>",::,5,::,3,::,3,::,3,::,4,::,4,::,3,::,3,::,3,::,"Essay is organized into clear sections. However, it lacks concrete examples and grammar mistakes make overall essay less coherent.",//
"438&One of the best ways that parents help their teenage children to prepare for an adult life is to encourage them to take a part time job.
 ",::,"<IN>One of the best ways that parents help their teenage children to prepare for an adult life is to encourage them to take a part time job.
 
It sometimes becomes an interesting issue among parents whether it is good for children to take a part time job in order to learn adult life or not. Some people disagree with the point in that children have to study more. <TS>In my opinion, <TR>however</TR>, I agree with the opinion for two reasons. <TR>First</TR>, children can realize the meaning of money. <TR>Second</TR>, children can meet a lot of people.</TS></IN>
 
<BO1><MI1><TR>First of all</TR>, children can learn about money through a part time job.</MI1> <SI1>With the development of society, money plays pivotal role on people' lives. People cannot live without money. In other words, one needs a large amount of money to sustain their lives and raise children. <TR>However,</TR> some would succeed their life with money; others would experience harmful results from money. <TR>Therefore</TR>, it is important to learn about how to manage money wisely before adult. Children who take a part time job can earn money which is equivalent to their working hours. It leads children to realize preciousness of money. <TR>Also</TR>, saving money enables them to buy stuff which they would like to buy. It takes much time for adult who have ever experienced a part time job to know value of money. <TR>Therefore</TR>, a part time job has good percussions on children' value system about money.</SI1></BO1>
 
<BO2><MI2><TR>Another reason</TR>, that should be taken into consideration is that children can learn communication skills when they have a part time job.</MI2> <SI2>It does not take a genius to know that students' duty is studying hard and gaining knowledge. Most students spend their most of time studying.<TR>However</TR>, it causes them not to know methods to solve problems from difficult personal relationship. <EX><TR>For example</TR>, when they enter university, they meet a lot of people who have diverse opinion. <TR>However</TR>, they have ever experiences problems related to relationship, and have a hard time to treat others who have different opinion. <TR>Therefore</TR>, parents help children to meet a lot of people and having a part time job is a good method in order to improve their communication skills.</EX> When it comes to part time job, workers would meet diverse customers. Hearing from and looking at them, workers can learn how to respect other people and their opinion. If children become workers, they can communicate with others, maintain their relationship, and enhance their interpersonal skills. All children experienced through a part time job enables children to prepare adult life..</SI2></BO2>
 
<CO><TR>To sum up</TR>, I totally would like to say that a part time job is influential for children to prepare their adult life. The reason why I think like this is because not only can children learn about value of money, but also children can improve their communication skills.</CO>",::,4,::,5,::,4,::,4,::,5,::,5,::,4,::,4,::,3,::,Good essay with a clear argument. Pay close attention to grammar to make overall essay more coherent.,//
439&Do you agree or disagree with the following statement? Living with foreginers in childhood is very beneficial for child's cognitive development. Use specific reasons and examples to support your answer.,::," <IN>Nowadays, we meet foreigners more often on the streets and we have many more chances to communicate with foreigners than we do in the past. This is because, with substantial development of technology, there is a less burden such as a financial problem to move around the world. <TR>Therefore</TR>, there are many people who want their child to be in foreign countries for education using the ease of going to other countries. <TS>I agree on the statement that living with foreigners in childhood is beneficial for child’s cognitive development.</TS></IN>
 
 <BO1><MI1><TR>Primarily</TR>, living with foreigners provides children with many different cultural experiences.</MI1> <SI1>I firmly believe that wide range of experiences is important in childhood. <TR>Because</TR>, according to research, various experiences in childhood give children chances to feel many different emotions and this will help children’s cognitive development. <EX><TR>For example</TR>, my cousin was born in Canada and she spent her childhood there. She learned Canadian cultures in school and Korean cultures at home with her family. With wider range of experiences compared to her peers, she tended to learn and get something quicker than others which I believe it is because of more well-developed cognition.</EX></SI1></BO1>
 
 <BO2><MI2><TR>Additionally</TR>, children would hear and learn different languages if they live with foreigners from their childhood.</MI2> <SI2>Children have to learn languages on certain stage in their childhood. I believe that learning two or three different languages at the same time make them to think more than when they learn only one. Thinking deeply stimulates brain activity and it will help cognitive development of children. There is also a study that people who learned multiple languages in their childhood, shows higher IQ than other people who did not.</SI2></BO2> 
 
 <CO><TR>In conclusion</TR>, I strongly agree that children can better develop their brain’s cognitive part if they live with foreigners in childhood. It is because they get culturally different experiences and this will cause feeling various emotions which is helpful for cognitive development of child. <TR>Plus</TR>, learning different languages can also be a stimulus for their brain activities.</CO>",::,5,::,5,::,4,::,4,::,5,::,5,::,4,::,4,::,4,::,Very good essay with some grammar mistakes. Good use of examples. Continue to pay close attention to grammar.,//
"440&In order to succeed, it is better to develop many different skills than to focus on one skill.",::,"<IN>Many people believe that they have to focus on one specialized skill rather than diverse skills in order to accomplish a good achievement in their fields. <TS><TR>However</TR>, I strongly disagree with this statement for the following two reasons. <TR>First</TR>, most of the job fields are strongly related with other fields. <TR>Second,/TR>, a variety of skills can enable them to develop their work more easily.</TS></IN>

  <BO1><MI1><TR>First of all</TR>, skills that are required  in the job world are more and more integrated with skills of other fields.</MI1> <SI1>Of course, people should spend amount of time and efforts learning their specialized skill to be a successful expert in their fields. <TR>However</TR>, knowledge in professional fields tends to accept diverse information from other advanced fields to develop itself. <EX>Let me take my job field for example, I have been devoted to studying physical therapy area for a long time. My field of study are constantly developing from dealing with a simple task to managing a variety of tasks. When I studed it ten years ago, I just studied for rehabilition that was focus on patients’ function and pain. <TR>However</TR>, I nowadays should study for their managenments to improve their active daily living. In order to deal with it well, I have to contact with other fileds of experts such as social workers, doctors, nurses, and those who work in the goverment. <TR>Therefore</TR>, I have to study other fields realated with patient’management to communicate them.</EX> <TR>In this reagred</TR>, it is necessary for most job area to interconnect with others to develop appropriately . <TR>Consquently</TR>,  people shold know knowledge and skills of other area.</SI1></BO1>

  <BO2><MI2><TR>Moreover</TR>,  a variety of skills help people to handle their work more efficiently.</MI2>  <SI2>Nowadays, the world become more united than before. <TR>In this context</TR>, the abilities to get more useful information from the online and to have a good english proficiency  are more and more important in their work. <TR>Therefore</TR>, a substaintial number of people have invested to improve  their computer skill and english skill. <EX><TR>For instance</TR>, I have to seach for amount of information on the Internet journal to treat my clinents well. <TR>In addition</TR>, most of the information are written by english so I have to study english continuously. <TR>In this sense</TR>, other skills such as computer and english are essential factor to improve people’s work.</EX></SI2></BO2>

 <CO><TR>In conclusion</TR>, knowing a variety of skills are more beneficial to do their daily work than specializing in just one skill. This is because many work are intergrating with others and skill’ diversity enable them to work effectively.</CO>  ",::,5,::,4,::,4,::,4,::,5,::,5,::,4,::,3,::,3,::,Very good essay with clear argument and main ideas. Avoid making grammar mistakes to make essay more coherent. ,//
441&people learn more by watching television than by reading books,::,"<IN>There is a famous saying “Don’t believe what TV says.” I heard this saying from my parents. They want to get information from other sources beside TV programs because they thought those programs are not trustful. <TS><TR>Thus</TR>, I disagree with the statement that people learn more by watching television than by reading books for following reasons: greater details from books and reading at our pace.</TS></IN>

<BO1><MI1><TR>To begin with</TR>, books provide greater details than what the television does.</MI1> <SI1>Since television needs to provide as much information as it can, the information is usually general and simple. <TR>However</TR>, books provide specific details and more facts than from the television. <EX><TR>For example</TR>, When I first a documentary on TV about the president Park, I thought he was a very good president because he contributed to improve the economy. <TR>However</TR>, after I read books about him, I realized that my thoughts about him were wrong. Even though he contributed to the development, he committed many crimes, such as dictated for several years and killed many people. <TR>Also</TR>, he bribed to many different areas to get power even though his behavior damaged the country’s reputation. If I never read books to get information, I would not find my fault forever. <TR>Thus</TR>, books give us more details and facts.</EX></SI1></BO1>

<BO2><MI2><TR>In addition</TR>, we can read the books at our pace.</MI2> <SI2>TV programs are limited in time, so they provide information quickly. <TR>Sometimes</TR>, people cannot get proper information because they are too fast to understand. <TR>On the other hand</TR>, books can be read in anytime, and it can be read several times again if people need to understand properly. <EX><TR>For instance</TR>, I watched a TV program about the Korean War because I needed to do my homework. <TR>However</TR>. I could not get information in detail because they were too fast. <TR>Also</TR>, I could not get information, such as date and duration of war since the program was only an hour long. <TR>On the contrary</TR>, I could get more and specific information from the books than from the TV program since I could read at my own pace. <TR>Also</TR>, when I could not understand the process of the war, I could go back and read several times again.</EX> <TR>Therefore</TR>, we can get more benefits from books since we can read at our pace.</SI2></BO2>

<CO><TR>In conclusion</TR>, greater details from books and reading at our pace are the reasons why I disagree with the statement that people learn more by watching television than by reading books. Even though we could spend less time getting information by watching television, it is more beneficial to read books. <TR>Therefore</TR>, I strongly suggest books since they can help you get more and specific information when you need to find them.</CO> ",::,4,::,4,::,3,::,3,::,3,::,4,::,3,::,3,::,3,::,"Essay is organized into clear sections. However, grammatical errors make the overall writing incoherent. ",//
442&One of the best ways that parents help their teenage children to prepare for an adult life is to encourage them to take a part-time job. ,::,"<IN>It is a debatable issue at home and schools if teenage children should work a part-time job or not. Some people might think that it takes their time for studying, so it obstructs their school lives. <TS><TR>However</TR>, I believe that it is a valuable experience for them, because it offers guideline which is how teenagers prepare for their future.</TS></IN>

<BO1><MI1><TR>First of all</TR>, teenagers are able to learn how to save money, due to doing a part-time job.</MI1> <SI1><TR>Actually</TR>, many students do not know how hard their parents work for their family and how hard earning money is. Teenagers thus are inclined to waste money. <EX><TR>For my example</TR>, I was also one of the teenagers who enjoy going shopping with friends and eating out. I did not know how hard earning money is. <TR>However</TR>, I started to take a part-time job at cafe as a cashier and then I learned the most important lesson in my life that It is difficult to save money. <TR>After that</TR>, I have always saved my money.</EX> I believe that through working a part-time job, teenagers can learn how to manage their pocket money and it influences their financial knowledge in future.</SI1></BO1>

<BO2><MI2><TR>Second of all</TR>, working a part-time job encourages high school students to ponder their career and future seriously.</MI2> <SI2>Because deciding their career paths are sometimes more important than a good academic point, they should think about what they want to do and what they want to become after graduation through working a part-time job. Taking part-time jobs provides them with hands-on experience of workplace. <EX><TR>For instance</TR>, one of my friends worked at an Italian restaurant, when she was a high school student and it was priceless experiences for her.This is because she figured out that she had talents of cooking and interests in foods. <TR>Now</TR>, she is a chef at the Italian restaurant. Without this part-time experience, she would not find her talents.</EX></SI2></BO2>  

<CO><TR>In conclusion</TR>, I believe that taking a part-time job is one of the most significant experiences for teenagers, in terms of their career goals. <TR>In addition</TR>, it teaches them how to deal with their financial issues.</CO>  ",::,4,::,4,::,3,::,3,::,4,::,4,::,3,::,3,::,3,::,"Essay is organized into clear sections. However, grammatical errors make overall essay less incoherent.",//
